Country,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2002,-2.08154999454856,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2003,8.09995997495214,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2004,17.5212099853968,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2005,4.67343999988448,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2006,4.99700999810316,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2007,10.249070017897,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2008,5.53638000944878,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2009,-12.0177000042691,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2010,14.9177999890825,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2011,8.10351000599854,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2012,-0.106499999654883,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2013,5.10518000316936,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2014,0.74018998893825,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2015,-2.15435999155039,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2016,2.02248856196691,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2017,5.26365999176401,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2018,5.0878900015415,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2019,3.91762000284216,
ISR,TRADEGOODSERV,EXP,AGRWTH,A,2020,-1.89273999676619,
EA,TRADEGOODSERV,EXP,AGRWTH,A,1996,5.00090195583063,
EA,TRADEGOODSERV,EXP,AGRWTH,A,1997,11.1071706080824,
EA,TRADEGOODSERV,EXP,AGRWTH,A,1998,7.30420564101328,
EA,TRADEGOODSERV,EXP,AGRWTH,A,1999,5.72183448266005,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2000,13.1956458312552,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2001,3.96257256731447,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2002,2.1709937287861,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2003,0.982561800134774,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2004,8.07827741296658,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2005,5.23369343745016,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2006,8.66105351428791,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2007,6.845149181553,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2008,0.763073318667381,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2009,-12.2918617557338,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2010,11.1185083775187,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2011,6.51217674582756,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2012,2.28563159595574,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2013,1.87983298713188,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2014,4.56222989717048,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2015,6.65743978624267,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2016,3.01932744379259,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2017,5.61761004761882,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2018,3.62387177267862,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2019,2.66580726418448,
EA,TRADEGOODSERV,EXP,AGRWTH,A,2020,-9.1136719678427,
EA,TRADEGOODSERV,IMP,AGRWTH,A,1996,4.1663964179926,
EA,TRADEGOODSERV,IMP,AGRWTH,A,1997,9.79077753091173,
EA,TRADEGOODSERV,IMP,AGRWTH,A,1998,10.222395372562,
EA,TRADEGOODSERV,IMP,AGRWTH,A,1999,7.81981573355614,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2000,12.1298427713609,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2001,2.46497917152958,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2002,0.478686717204273,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2003,3.02904280443325,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2004,6.96814943581958,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2005,6.1176755188037,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2006,8.51198436409021,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2007,6.80101298190916,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2008,0.298400176384281,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2009,-11.3249131423416,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2010,9.78408425057226,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2011,4.37855243627273,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2012,-1.223828415419,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2013,1.36851307511063,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2014,4.71621986014,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2015,7.78737439675812,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2016,4.28797318423188,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2017,5.21560833734214,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2018,3.78964273113718,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2019,4.72718454084457,
EA,TRADEGOODSERV,IMP,AGRWTH,A,2020,-9.05817318557854,
EA,TRADEGOODSERV,EXP,PC_GDP,A,1995,27.6879901961985,
EA,TRADEGOODSERV,EXP,PC_GDP,A,1996,28.067785152574,
EA,TRADEGOODSERV,EXP,PC_GDP,A,1997,30.379399296093,
EA,TRADEGOODSERV,EXP,PC_GDP,A,1998,31.0010784501252,
EA,TRADEGOODSERV,EXP,PC_GDP,A,1999,31.3238598623759,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2000,35.0924408281204,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2001,35.1139461286916,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2002,34.5015070293194,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2003,33.5851120935674,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2004,35.1090896709118,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2005,36.4761414743053,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2006,38.5056256559726,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2007,39.6504561942136,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2008,40.0198816587677,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2009,35.1359978929095,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2010,39.1624253906869,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2011,42.0210914848956,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2012,43.6909876428024,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2013,43.8715230362666,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2014,44.5015361947545,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2015,46.0061522930403,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2016,45.5136319390016,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2017,47.1984873099453,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2018,48.0303677333767,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2019,48.1141981324117,
EA,TRADEGOODSERV,EXP,PC_GDP,A,2020,45.3789030311988,
EA,TRADEGOODSERV,IMP,PC_GDP,A,1995,26.1949233140301,
EA,TRADEGOODSERV,IMP,PC_GDP,A,1996,26.319023673489,
EA,TRADEGOODSERV,IMP,PC_GDP,A,1997,28.2252958361061,
EA,TRADEGOODSERV,IMP,PC_GDP,A,1998,29.11236553596,
EA,TRADEGOODSERV,IMP,PC_GDP,A,1999,30.0063198100103,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2000,34.2969345467787,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2001,33.6076482612209,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2002,31.9982165406898,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2003,31.566593174119,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2004,32.8852585324811,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2005,34.8255368187383,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2006,37.1864908489114,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2007,38.1037627972373,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2008,38.8156342105751,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2009,33.427052044225,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2010,37.6096663876158,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2011,40.3903213622227,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2012,40.751576585338,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2013,40.3473844132084,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2014,40.6461110339829,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2015,41.5463573269128,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2016,41.1154622106328,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2017,42.8548605925734,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2018,44.0005081595217,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2019,44.7289256907861,
EA,TRADEGOODSERV,IMP,PC_GDP,A,2020,41.6602948768351,
EU,TRADEGOODSERV,EXP,AGRWTH,A,1996,5.16207036850338,
EU,TRADEGOODSERV,EXP,AGRWTH,A,1997,11.0896295567102,
EU,TRADEGOODSERV,EXP,AGRWTH,A,1998,7.377915502906,
EU,TRADEGOODSERV,EXP,AGRWTH,A,1999,5.77422559717408,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2000,13.253966989542,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2001,3.94763871844091,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2002,2.37142516512501,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2003,1.54900873653913,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2004,8.48517010148881,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2005,5.80990547544003,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2006,9.15797377030701,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2007,7.10757491777101,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2008,1.33514003645245,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2009,-11.9565468999861,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2010,11.0271433020142,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2011,6.69901654506689,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2012,2.22504334684356,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2013,2.10431966293885,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2014,4.81223428847902,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2015,6.57839765043201,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2016,3.49720073325788,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2017,5.78225209162005,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2018,3.80720706594662,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2019,3.01418438950631,
EU,TRADEGOODSERV,EXP,AGRWTH,A,2020,-8.48674023212726,
EU,TRADEGOODSERV,IMP,AGRWTH,A,1996,4.57222044312461,
EU,TRADEGOODSERV,IMP,AGRWTH,A,1997,10.1960248396672,
EU,TRADEGOODSERV,IMP,AGRWTH,A,1998,10.2944014834372,
EU,TRADEGOODSERV,IMP,AGRWTH,A,1999,7.3804385433547,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2000,12.2295545986827,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2001,2.42301715175462,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2002,0.932398150388434,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2003,3.42345792305433,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2004,7.61523692881242,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2005,6.54256927632816,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2006,9.23574520554086,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2007,7.71364429574158,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2008,1.13748414803043,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2009,-11.7754971277034,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2010,9.76728379460567,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2011,4.72219448200926,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2012,-0.934934790398043,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2013,1.45160472710651,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2014,5.22267601363827,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2015,7.54852505460671,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2016,4.53899111868928,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2017,5.55545576543507,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2018,4.17278136796036,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2019,4.57743823866627,
EU,TRADEGOODSERV,IMP,AGRWTH,A,2020,-8.27052725327713,
EU,TRADEGOODSERV,EXP,PC_GDP,A,1995,28.2651676224364,
EU,TRADEGOODSERV,EXP,PC_GDP,A,1996,28.6163232162709,
EU,TRADEGOODSERV,EXP,PC_GDP,A,1997,30.9104259253476,
EU,TRADEGOODSERV,EXP,PC_GDP,A,1998,31.5344521533054,
EU,TRADEGOODSERV,EXP,PC_GDP,A,1999,31.8924345455396,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2000,35.671046239853,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2001,35.6761018790831,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2002,35.0809436360119,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2003,34.316731082496,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2004,35.9526815730456,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2005,37.4108958545301,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2006,39.5926981331314,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2007,40.6992363014966,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2008,41.1055113439844,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2009,36.2878471738487,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2010,40.3330365224052,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2011,43.2168365922459,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2012,44.8041464214737,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2013,44.9649446179722,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2014,45.691391945194,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2015,47.1100139371148,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2016,46.68516753013,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2017,48.3595393577177,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2018,49.200615848043,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2019,49.3448364058296,
EU,TRADEGOODSERV,EXP,PC_GDP,A,2020,46.653654297658,
EU,TRADEGOODSERV,IMP,PC_GDP,A,1995,26.6344850024457,
EU,TRADEGOODSERV,IMP,PC_GDP,A,1996,26.8214363176116,
EU,TRADEGOODSERV,IMP,PC_GDP,A,1997,28.8193591610999,
EU,TRADEGOODSERV,IMP,PC_GDP,A,1998,29.7451963670695,
EU,TRADEGOODSERV,IMP,PC_GDP,A,1999,30.5855832228031,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2000,34.8714951298986,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2001,34.1961836941094,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2002,32.7241596334367,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2003,32.3969900440775,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2004,33.8375778455821,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2005,35.8120344660522,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2006,38.3550326139098,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2007,39.4188708860708,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2008,40.2270496089766,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2009,34.6051886143573,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2010,38.7350796609336,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2011,41.5333384178771,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2012,41.9354805324037,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2013,41.450305108758,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2014,41.9129613082366,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2015,42.729990778168,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2016,42.3078004909811,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2017,44.0820365113988,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2018,45.3271495434536,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2019,45.8955074376706,
EU,TRADEGOODSERV,IMP,PC_GDP,A,2020,42.8726533953896,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,1995,7.52887504341927,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,1996,6.73020968467024,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,1997,6.98364957728021,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,1998,7.03050033463627,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,1999,9.56489825954518,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2000,10.1880478471432,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2001,12.3717104430161,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2002,14.2305903107489,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2003,15.1807834867485,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2004,16.5457615956114,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2005,15.2438290568013,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2006,14.3743166207205,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2007,13.3276750274297,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2008,13.5340004949953,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2009,10.851371233647,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2010,10.8655847746965,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2011,11.5825126782808,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2012,11.8775390673678,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2013,11.7422306432624,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2014,11.0119428207843,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2015,12.9001914177405,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2016,12.4666790443888,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2017,12.5189678685484,
BRA,TRADEGOODSERV,EXP,PC_GDP,A,2018,14.6349994952986,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,1995,9.4555849642217,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,1996,8.90538179366922,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,1997,9.59255968602154,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,1998,9.408084593563,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,1999,11.4172682143303,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2000,12.4517133112887,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2001,14.5645743497603,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2002,13.387767204262,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2003,12.95960109405,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2004,13.1324910830077,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2005,11.8429658565955,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2006,11.6673836207781,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2007,11.9649361869819,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2008,13.7235688317582,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2009,11.2546045815299,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2010,11.9065933373084,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2011,12.3518924993294,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2012,13.2367345412855,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2013,14.0437266803948,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2014,13.6734629958056,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2015,14.0534345199388,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2016,12.067003034456,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2017,11.8007665046081,
BRA,TRADEGOODSERV,IMP,PC_GDP,A,2018,14.2412038821035,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1959,12038.101,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1960,12638.87,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1961,14350.274,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1962,14030.952,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1963,16344.873,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1964,16301.753,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1965,16538.914,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1966,18352.291,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1967,19233.341,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1968,20487.905,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1969,23851.861,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1970,26159.372,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1971,28117.843,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1972,28684.232,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1973,26950.685,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1974,29586.842,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1975,30742.929,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1976,32939.144,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1977,33680.927,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1978,36071.183,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1979,38619.934,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1980,36745.372,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1981,37613.02,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1982,37808.809,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1983,40693.781,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1984,46976.505,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1985,48753.755,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1986,53641.484,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1987,58174.346,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1988,58777.445,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1989,61522.568,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1990,68448.016,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1991,74919.537,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1992,80471.55,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1993,88107.315,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1994,91995.705,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1995,101158.157,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1996,112167.784,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1997,117304.328,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1998,119551.238,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,1999,131377.234,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2000,142730.657,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2001,141948.084,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2002,142655.488,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2003,144495.087,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2004,149493.53,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2005,153934.907,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2006,160310.281,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2007,166736.934,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2008,170746.527,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2009,178768.625,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2010,180306.384,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2011,188605.267,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2012,198607.98,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2013,210431.062,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2014,224806.393,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2015,240182.81,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2016,253405.55,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2017,263845.292,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2018,274343.304,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2019,269246.384,
AUS,TRADEGOODSERV,EXP,MLN_USD,A,2020,244666.142,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1970,22278.824,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1971,23706.469,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1972,26111.514,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1973,27532.168,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1974,30481.145,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1975,29749.843,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1976,33040,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1977,33831.082,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1978,36784.051,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1979,40949.556,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1980,42457.142,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1981,44530.513,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1982,44492.699,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1983,45197.441,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1984,48958.001,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1985,53341.896,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1986,51180.354,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1987,52936.776,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1988,57307.733,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1989,63350.302,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1990,68780.829,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1991,70801.126,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1992,71735.265,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1993,70032.872,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1994,74016.404,E
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1995,79349.577,
AUT,TRADEGOODSERV,EXP,MLN_USD,A,1996,83030.197,
